Day,Month,Year,time,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,Hourly Demand Met (in MW)
15,5,2023,6,36,19,37,0,250,14.8,1002.5,1,3934.83
15,5,2023,7,38.4,16.1,27,0,280,13,1000.7,1,3871.11
15,5,2023,8,39.6,15.3,24,0,281,13,1000,1,3922.48
15,5,2023,9,40,17.5,27,0,290,7.6,1000.1,1,4238.39
15,5,2023,10,39.8,17.3,27,0,287,7.4,999.5,1,4647.15
15,5,2023,11,39.7,16.6,26,0,284,7.4,998.8,1,4814.72
15,5,2023,12,39.8,17.9,28,0,290,5.4,997.7,1,4991.31
15,5,2023,13,37.5,17.5,31,0,266,5.5,998.8,1,5026.42
15,5,2023,14,35.4,18.1,36,0,236,3.7,999.4,1,5381.22
15,5,2023,15,35.2,16.5,33,0,230,7.6,998.5,1,5639.91
15,5,2023,16,32.3,18.9,45,0,204,1.8,1000.5,1,5622.51
15,5,2023,17,31.1,18.8,48,0,229,1.8,1001.1,1,5420.24
15,5,2023,18,32.6,16.4,38,0,250,22.3,1000.3,1,5104.34
15,5,2023,19,29.5,18.6,52,0,260,1.8,1001.4,1,4989.65
15,5,2023,20,29.1,18.5,53,0,248,1.8,1001.3,1,4957.78
15,5,2023,21,30.2,15.9,42,0,230,25.9,1000.1,1,5059.65
15,5,2023,22,29.7,16.2,44,0,258,7.4,1000.6,4,5314.34
15,5,2023,23,29.1,16,45,0,258,7.4,1001,2,5510.59
16,5,2023,0,28.8,15.7,45,0,250,22.3,1002.8,2,5312.81
16,5,2023,1,29.5,16,44,0,262,9.3,1002,2,5033.03
16,5,2023,2,30.6,16.6,43,0,264,11.1,1002.6,2,4770.98
16,5,2023,3,30.6,18.3,48,0,270,7.6,1003.6,2,4534.65
16,5,2023,4,33.9,16.3,35,0,272,14.8,1003.5,2,4347.37
16,5,2023,5,35.6,16.4,32,0,274,14.8,1003.3,2,4203.04
16,5,2023,6,34.8,18.4,38,0,270,7.6,1004.5,2,4106.21
16,5,2023,7,38,16.9,29,0,275,14.8,1002.3,2,4021.4
16,5,2023,8,38.7,16.9,28,0,274,14.8,1001.6,2,4087.79
16,5,2023,9,38.2,19.1,33,0,250,14.8,1002.1,2,4387.45
16,5,2023,10,37.9,18.9,33,0,251,13,1001.5,5,4833.92
16,5,2023,11,37.6,18.6,33,0,252,13,1001,5,5044.96
16,5,2023,12,39,18.3,30,0,250,9.4,1000.6,2,5106.42
16,5,2023,13,35.7,18.3,36,0,248,9.3,1001.1,2,4968.88
16,5,2023,14,34,18.9,41,0,240,7.4,1001.7,2,5305.87
16,5,2023,15,34.2,19.1,41,0,250,5.4,1002.3,2,5582.4
16,5,2023,16,33.1,18.9,43,0,253,5.5,1002.7,2,5515.94
16,5,2023,17,31.9,18.8,46,0,258,5.5,1003.1,2,5307.04
16,5,2023,18,30,19.7,54,0,0,0,1003.8,2,5006.06
16,5,2023,19,30.2,18.6,50,0,260,3.7,1003.3,2,4907.45
16,5,2023,20,29.5,18.3,51,0,256,3.7,1003,2,4904.87
16,5,2023,21,28.8,19.4,57,0,0,0,1003.7,2,5011.77
16,5,2023,22,28.2,18.6,56,0,260,1.8,1003.8,2,5440.24
16,5,2023,23,27.6,18.3,57,0,260,1.8,1003.9,2,5713.97
17,5,2023,0,26.6,18.7,62,0,0,0,1003,2,5520.97
17,5,2023,1,28.5,17.7,52,0,262,5.5,1004.5,2,5173.99
17,5,2023,2,30.1,17.6,47,0,263,7.4,1005,2,4855.06
17,5,2023,3,31,17.7,45,0,250,14.8,1005.1,1,4563.74
17,5,2023,4,33.4,17.6,39,0,253,14.8,1005,4,4315.02
17,5,2023,5,35.8,17.5,34,0,257,13,1004.8,4,4143.25
17,5,2023,6,34.8,19.6,41,0,270,9.4,1005.6,2,4034.12
17,5,2023,7,38.9,17.1,28,0,264,13,1004,2,4004.37
17,5,2023,8,39.7,17.2,27,0,266,13,1003.4,2,3958.48
17,5,2023,9,40.4,17.8,27,0,250,7.6,1002.9,2,4242.97
17,5,2023,10,39.9,18,28,0,251,7.4,1002.4,1,4733.95
17,5,2023,11,39.5,18.2,29,0,251,7.4,1001.9,1,4969.92
17,5,2023,12,37.2,21.4,40,0,290,5.4,1001.5,1,4959.74
17,5,2023,13,37,18.6,34,0,248,7.4,1002.4,2,5016.95
17,5,2023,14,35,19.4,40,0,243,5.5,1003.4,2,5563.31
17,5,2023,15,34.8,20.8,44,0,140,11.2,1003.2,2,5888.14
17,5,2023,16,33.6,20.7,47,0,145,9.3,1003.9,4,5680.49
17,5,2023,17,32.5,20.4,49,0,158,5.5,1004.6,4,5420.98
17,5,2023,18,32,20.9,52,0,160,7.6,1005,4,5188.01
17,5,2023,19,30.9,20.2,53,0,233,3.7,1005.2,3,5060.9
17,5,2023,20,30.4,20.1,54,0,246,5.5,1005.3,3,4980.75
17,5,2023,21,29.6,19.9,56,0,0,0,1004.1,3,5027.46
17,5,2023,22,29.7,20.3,57,0,180,3.7,1005.1,3,5442.46
17,5,2023,23,29.1,20,58,0,196,3.7,1005.5,2,5654.74
18,5,2023,0,23.8,20.7,83,0,20,14.8,1010,2,5459.53
18,5,2023,1,29.5,19.5,55,0,245,5.5,1006.4,2,4826.71
18,5,2023,2,30.6,19.6,52,0,255,5.5,1007,2,4450.75
18,5,2023,3,25.2,20.7,76,0,50,14.8,1010.3,2,4210.25
18,5,2023,4,33.2,18.9,43,0,270,9.3,1007.5,2,3956.95
18,5,2023,5,34.6,18.6,39,0,277,9.3,1007.4,2,3814.02
18,5,2023,6,30.2,20.2,55,0,180,5.4,1010.1,2,3719.66
18,5,2023,7,36.7,17.8,33,0,289,11.1,1006.9,2,3615.62
18,5,2023,8,37.4,17.9,32,0,293,13,1006.4,2,3663.14
18,5,2023,9,35.8,20.5,41,0,270,9.4,1007.1,2,3987.78
18,5,2023,10,36,18.6,36,0,275,9.3,1006.4,2,4479.4
18,5,2023,11,36,18.6,36,0,287,7.4,1005.7,2,4713.2
18,5,2023,12,35,23,50,0,290,11.2,1006.2,2,4866.12
18,5,2023,13,34.3,18.8,40,0,299,5.5,1005.4,2,4780.81
18,5,2023,14,32.5,19.4,46,0,291,5.5,1005.8,2,5038.37
18,5,2023,15,30.4,21.8,60,0,320,5.4,1006.9,2,5300.91
18,5,2023,16,29.8,21.2,60,0,313,5.5,1007,1,5260.6
18,5,2023,17,29.3,20.7,60,0,305,5.5,1007.1,1,5110.24
18,5,2023,18,27.8,22.3,72,0,290,3.6,1007,1,4850.83
18,5,2023,19,28.2,20.2,62,0,288,5.5,1006.8,1,4690.3
18,5,2023,20,27.8,20.1,63,0,283,3.7,1006.4,1,4654.92
18,5,2023,21,26,21.9,78,0,230,3.6,1006.5,1,4699.59
18,5,2023,22,26.1,21.1,74,0,280,3.7,1006.6,1,5008.14
18,5,2023,23,25.5,20.3,73,0,276,3.7,1006.5,1,5194.41
19,5,2023,0,25,20.7,77,0,250,5.4,1006.2,1,4991.83
19,5,2023,1,26.2,19.8,68,0,273,7.4,1006.9,1,4648.27
19,5,2023,2,27.4,19.7,63,0,274,9.3,1007.3,1,4361.49
19,5,2023,3,28.8,19.7,58,0,250,9.4,1007.5,1,4093.29
19,5,2023,4,30.9,19.6,51,0,274,13,1007.3,1,3905.8
19,5,2023,5,32.9,19,44,0,276,14.8,1007.1,1,3765.49
19,5,2023,6,34.4,18.9,40,0,250,11.2,1006.9,1,3727.44
19,5,2023,7,35.8,18.4,36,0,278,16.7,1006,1,3741.83
19,5,2023,8,36.8,17.9,33,0,279,18.5,1005.1,1,3791.99
19,5,2023,9,37.8,17.8,31,0,280,20.4,1004.2,1,4144.43
19,5,2023,10,37.8,17.3,30,0,276,16.7,1003.7,1,4635.67
19,5,2023,11,37.6,17.1,30,0,279,14.8,1003.2,1,4916.77
19,5,2023,12,37.6,14.2,25,0,270,22.3,1002.5,1,5025.03
19,5,2023,13,35.7,17.9,35,0,281,11.1,1003,1,4969.2
19,5,2023,14,33.9,18.8,41,0,279,7.4,1003.3,1,5226.08
19,5,2023,15,31.8,21.3,54,0,0,0,1003.4,1,5484.79
19,5,2023,16,30.8,21,56,0,275,0,1003.7,1,5409.36
19,5,2023,17,29.7,20.8,59,0,285,1.8,1004,1,5251.45
19,5,2023,18,28.4,19.3,58,0,0,0,1004.6,1,4889.64
19,5,2023,19,28.1,20.4,63,0,278,1.8,1003.9,1,4768.06
19,5,2023,20,27.5,20.3,65,0,271,1.8,1003.5,1,4712.46
19,5,2023,21,26.8,18.4,60,0,0,0,1002.8,1,4740.8
19,5,2023,22,26.2,18.1,61,0,260,0,1003,1,5055.89
19,5,2023,23,25.6,18,63,0,253,1.8,1003.3,1,5305.72
20,5,2023,0,24.4,18.3,69,0,0,0,1003,1,5146.04
20,5,2023,1,26.7,18,59,0,258,3.7,1003.9,1,4842.32
20,5,2023,2,28.3,17.8,53,0,261,5.5,1004.3,1,4554.79
20,5,2023,3,29.4,18.5,52,0,270,11.2,1004.4,1,4287.59
20,5,2023,4,31.9,18.1,44,0,271,13,1004.2,1,4026.58
20,5,2023,5,34.5,17.7,37,0,271,13,1004.1,1,3864.46
20,5,2023,6,36.2,20.5,40,0,290,11.2,1004.2,1,3732.45
20,5,2023,7,38.1,16.4,28,0,275,16.7,1003.1,1,3703.4
20,5,2023,8,39.3,15.7,25,0,277,18.5,1002.4,1,3700.95
20,5,2023,9,39.6,17.1,27,0,250,13,1002,1,3991.49
20,5,2023,10,39.5,17,27,0,257,13,1001.5,1,4396.14
20,5,2023,11,39.4,17,27,0,266,11.1,1000.9,1,4625.45
20,5,2023,12,39.8,17.9,28,0,290,11.2,1000.7,1,4790.58
20,5,2023,13,37.3,17.8,32,0,274,7.4,1000.9,1,4776.61
20,5,2023,14,35.2,18.3,37,0,264,3.7,1001.3,1,5057.2
20,5,2023,15,32.4,20.3,49,0,0,0,1001.8,1,5274.77
20,5,2023,16,32,19.6,48,0,93,0,1002.1,1,5241.79
20,5,2023,17,30.9,19.6,51,0,97,0,1002.4,1,5062.22
20,5,2023,18,28.6,20.9,63,0,0,0,1002.8,1,4774.23
20,5,2023,19,29.3,19.6,56,0,140,0,1002.5,1,4625.62
20,5,2023,20,28.8,19.4,57,0,195,1.8,1002.4,1,4645.45
20,5,2023,21,27.2,20.5,67,0,0,0,1001,1,4792.65
20,5,2023,22,27,20.1,66,0,222,0,1001.6,1,5206.21
20,5,2023,23,26.8,19.4,64,0,235,0,1002.1,1,5452.77
21,5,2023,0,25.2,20.2,74,0,0,0,1002.9,1,5372.22
21,5,2023,1,28.2,18.6,56,0,255,3.7,1003.3,1,5121.19
21,5,2023,2,29.8,18.3,50,0,262,7.4,1003.9,1,4823.5
21,5,2023,3,31.2,19.9,51,0,200,5.4,1004.5,1,4544.36
21,5,2023,4,33.9,19.2,42,0,224,7.4,1004.3,1,4324.28
21,5,2023,5,36.6,18.2,34,0,249,9.3,1004,1,4109.53
21,5,2023,6,39.8,17.9,28,0,180,9.4,1004.1,1,3880.94
21,5,2023,7,40.2,17,26,0,274,11.1,1003.1,1,3752.11
21,5,2023,8,41.3,16,23,0,279,13,1002.5,1,3724.95
21,5,2023,9,42,17.9,25,0,320,13,1002.1,1,3840.55
21,5,2023,10,41.6,17.6,25,0,316,13,1001.6,1,4128.2
21,5,2023,11,41.3,17.3,25,0,311,13,1001.1,1,4346.57
21,5,2023,12,41.2,21.7,33,0,290,9.4,1001.1,1,4562.99
21,5,2023,13,38.7,17.5,29,0,300,9.3,1001.1,1,4657.84
21,5,2023,14,36.4,18.9,36,0,284,5.5,1001.7,1,5031.64
21,5,2023,15,35.4,22.4,47,0,0,0,1001.8,1,5278.51
21,5,2023,16,34,22.1,50,0,236,0,1002.2,1,5233.34
21,5,2023,17,32.6,21.8,53,0,248,0,1002.7,1,4971.52
21,5,2023,18,33.6,21.1,48,0,0,0,1002.8,1,4715.49
21,5,2023,19,30.5,21.3,58,0,233,1.8,1003,1,4687.9
21,5,2023,20,29.8,21.2,60,0,225,1.8,1002.9,1,4864.44
21,5,2023,21,30.4,19.7,53,0,0,0,1002.6,1,5170.39
21,5,2023,22,30.6,19.9,53,0,251,1.8,1002.8,1,5653.54
21,5,2023,23,30,19.4,53,0,256,3.7,1003.2,1,5959.84
22,5,2023,0,27.6,18.6,58,0,250,14.8,1002.8,1,5862.82
22,5,2023,1,30.7,18.8,49,0,264,7.4,1004.2,1,5594.43
22,5,2023,2,32,18.6,45,0,266,9.3,1004.8,1,5271.24
22,5,2023,3,34,16.4,35,0,250,18.4,1004.4,1,5003.74
22,5,2023,4,36,16.7,32,0,253,18.5,1004.3,1,4727.65
22,5,2023,5,38,17.4,30,0,257,16.7,1004.2,1,4446.87
22,5,2023,6,40.2,22.3,36,0,230,16.6,1004.1,1,4218.39
22,5,2023,7,40.8,18.1,27,0,264,16.7,1003.5,1,4137.46
22,5,2023,8,41.7,18.3,26,0,266,16.7,1002.9,1,4167.93
22,5,2023,9,42.6,23.4,34,0,250,18.4,1002.1,1,4561.18
22,5,2023,10,41.8,19.6,28,0,263,14.8,1001.8,1,5093.18
22,5,2023,11,41.3,19.1,28,0,269,13,1001.4,1,5463.5
22,5,2023,12,42.6,20.3,28,0,250,9.4,1000.2,2,5709.57
22,5,2023,13,38.7,20,34,0,271,9.3,1001.6,2,5817.46
22,5,2023,14,36.5,20.7,40,0,255,5.5,1002.2,2,6202.04
22,5,2023,15,36.6,22,43,0,250,7.6,1001.8,2,6481.24
22,5,2023,16,35.3,21.9,46,0,248,5.5,1002.4,2,6375.96
22,5,2023,17,34.1,21.9,49,0,242,3.7,1003,2,6074.96
22,5,2023,18,33,20.9,49,0,0,0,1003.7,2,5598.94
22,5,2023,19,32.3,21.8,54,0,217,3.7,1003.6,2,5436.66
22,5,2023,20,31.7,21.6,55,0,218,3.7,1003.5,2,5464.27
22,5,2023,21,30.8,20.4,54,0,0,0,1003.4,2,5675.67
22,5,2023,22,30.3,20.3,55,0,235,1.8,1003.8,2,6168.85
22,5,2023,23,29.8,19.8,55,0,235,1.8,1004.2,2,6423.87
23,5,2023,0,32.2,16.1,38,0,250,11.2,1004.2,2,6316.25
23,5,2023,1,30.6,19.6,52,0,249,5.5,1005.2,2,6013.07
23,5,2023,2,31.8,19.8,49,0,256,7.4,1005.7,2,5694.88
23,5,2023,3,34,17.7,38,0,270,18.4,1004.8,2,5354.32
23,5,2023,4,34.9,20.1,42,0,261,11.1,1006,2,5107.25
23,5,2023,5,36.6,20.4,39,0,261,11.1,1005.7,2,4801.72
23,5,2023,6,39.8,21,34,0,250,11.2,1004.6,2,4486.95
23,5,2023,7,39.1,20.4,34,0,266,13,1004.5,2,4349.17
23,5,2023,8,39.7,20.4,33,0,269,13,1003.7,2,4393.37
23,5,2023,9,42.6,21.9,31,0,250,14.8,1001.6,2,4781.13
23,5,2023,10,41.6,21.6,32,0,254,14.8,1001.3,2,5348.82
23,5,2023,11,40.7,21.3,33,0,260,13,1001.1,3,5716.66
23,5,2023,12,41.8,23.7,36,0,230,25.9,998.7,3,6034.96
23,5,2023,13,37.8,21.5,39,0,269,11.1,1001.5,3,6136.76
23,5,2023,14,36,21.8,44,0,270,9.3,1002.1,3,6551.15
23,5,2023,15,35.8,16.5,32,0,250,18.4,1001.5,2,6807.81
23,5,2023,16,34.5,22.9,51,0,297,5.5,1002.2,3,6675.53
23,5,2023,17,33.5,22.6,53,0,305,5.5,1002.6,3,6167.56
23,5,2023,18,33.4,18.4,41,0,70,27.7,1005.5,3,5567.72
23,5,2023,19,32,22.1,56,0,298,3.7,1003,3,5262.63
23,5,2023,20,31.6,22,57,0,283,3.7,1002.8,3,5269.65
23,5,2023,21,29.4,20.3,58,0,0,0,1002.7,3,5506.38
23,5,2023,22,30.5,18.9,50,0,36,9.3,1003.7,3,6150.26
23,5,2023,23,29.8,19.2,53,0,24,7.4,1003.9,3,6272.38
24,5,2023,0,27.2,20.3,66,0,110,3.6,1003.2,3,5972.84
24,5,2023,1,30,19.7,54,0,185,5.5,1004.5,3,5725.9
24,5,2023,2,30.8,19.8,52,0,96,5.5,1004.9,3,5441.94
24,5,2023,3,30.6,19.3,51,0,50,7.6,1007.4,3,5140.92
24,5,2023,4,32.2,19.8,48,0,60,7.4,1006.9,2,4843.64
24,5,2023,5,33.8,19.9,44,0,75,7.4,1006.3,2,4574.86
24,5,2023,6,32.8,20.7,49,0,140,11.2,1005.8,2,4329.71
24,5,2023,7,35.5,20.6,42,0,105,9.3,1005.1,2,4240.44
24,5,2023,8,35.7,20.8,42,0,118,9.3,1004.5,3,4237.92
24,5,2023,9,32.6,20.8,50,0,110,14.8,1003.7,3,4582.67
24,5,2023,10,32.1,21,52,0.3,109,14.8,1003.3,7,4916
24,5,2023,11,31.7,21.6,55,0,107,14.8,1003,7,5244.08
24,5,2023,12,32.8,18.2,42,0,160,9.4,1003.1,4,5321.2
24,5,2023,13,30.6,21.4,58,0,107,13,1003.2,4,5202.96
24,5,2023,14,30.1,21.2,59,0,112,11.1,1003.7,4,5471.61
24,5,2023,15,29.6,18.4,51,0,250,18.4,1005.4,3,5676.43
24,5,2023,16,29.1,18.8,54,0,250,14.8,1005.3,3,5533.01
24,5,2023,17,28.6,19.3,57,0.4,250,11.1,1005.2,3,5165.72
24,5,2023,18,26.4,19.5,66,0,50,7.6,1003.7,3,4904.42
24,5,2023,19,27.8,19.6,61,0,164,7.4,1004.7,3,4816.28
24,5,2023,20,27.5,19.8,63,0,87,7.4,1004.2,7,4750.71
24,5,2023,21,25.2,19.1,69,0,70,5.4,1001.5,3,4704.02
24,5,2023,22,25,19.4,71,0,73,5.5,1002.3,3,4986.16
24,5,2023,23,24.9,19.7,73,0,78,5.5,1003,3,5278.83
25,5,2023,0,24,18,69,0,50,3.6,1004.3,3,5188.8
25,5,2023,1,25.5,20.3,73,0,94,7.4,1004.3,3,4935.62
25,5,2023,2,26.3,20.2,69,0,98,7.4,1004.8,3,4641.33
25,5,2023,3,27.8,19.3,60,0,90,7.6,1005.9,3,4310.57
25,5,2023,4,28.9,19.8,58,0,99,7.4,1005.8,3,4068.92
25,5,2023,5,30,20.6,57,0,112,7.4,1005.6,3,3867.47
25,5,2023,6,32.8,19.7,46,0,230,7.6,1004.9,3,3757.85
25,5,2023,7,31.5,21.1,54,0,132,9.3,1004.9,3,3743.93
25,5,2023,8,32,21.5,54,0,134,9.3,1004.3,3,3850.68
25,5,2023,9,35.4,20.1,41,0,90,9.4,1001.3,3,4206.36
25,5,2023,10,34.6,20.6,44,5.5,93,9.3,1001.2,3,4728.4
25,5,2023,11,33.7,20.5,46,4.9,99,7.4,1001.2,18,4955.02
25,5,2023,12,35.2,20.4,42,0.1,270,7.6,1001.6,18,5105.98
25,5,2023,13,31.5,20.8,53,0,114,7.4,1002,7,5019.78
25,5,2023,14,30.1,20.6,57,0,115,7.4,1002.9,7,5337.14
25,5,2023,15,29.4,21.1,61,0,250,22.3,1003.1,7,5522.92
25,5,2023,16,28.1,20.4,63,0,122,5.5,1003.9,7,5522.45
25,5,2023,17,27.5,20.3,65,0,133,5.5,1004.1,7,5358.1
25,5,2023,18,26,20.6,72,0,230,14.8,1004.4,3,4976.24
25,5,2023,19,26.5,19.9,67,0,146,5.5,1004,3,4614.36
25,5,2023,20,26.1,19.7,68,0,137,5.5,1003.8,3,4282.31
25,5,2023,21,23.4,20.3,83,0,160,7.6,1003.3,3,3962.12
25,5,2023,22,24.8,20.3,76,0,232,7.4,1004.2,4,4265.56
25,5,2023,23,24.5,20.4,78,0,211,7.4,1004.6,4,4468.49
26,5,2023,0,22.6,19.8,84,0,0,0,1004.7,3,4382.37
26,5,2023,1,25,20.5,76,0,169,5.5,1005.5,3,4143.03
26,5,2023,2,25.9,20.5,72,0,160,7.4,1006,3,3928.84
26,5,2023,3,25.4,18.8,67,0,250,11.2,1007.3,3,3756.73
26,5,2023,4,27.5,19.3,61,0,242,9.3,1007,2,3613.34
26,5,2023,5,29.6,19.6,55,0,225,9.3,1006.7,2,3518.53
26,5,2023,6,31.4,18.4,46,0,50,9.4,1007.2,2,3495.71
26,5,2023,7,32.4,20,48,0,182,7.4,1005.7,2,3539.84
26,5,2023,8,33,20.2,47,0,171,7.4,1005,2,3649.54
26,5,2023,9,33.6,19.3,43,0,270,11.2,1006.1,2,3963.69
26,5,2023,10,33.2,19.7,45,0,263,9.3,1005.3,4,4402.17
26,5,2023,11,32.9,20.1,47,0,241,9.3,1004.5,4,4592.27
26,5,2023,12,33.2,20,46,0,230,9.4,1003.5,3,4684.13
26,5,2023,13,31,20.6,54,0,190,7.4,1004.3,3,4583.8
26,5,2023,14,29.4,20.8,60,0,213,7.4,1004.7,3,4779.62
26,5,2023,15,29.6,19.6,55,0,140,3.6,1004.2,3,4892.25
26,5,2023,16,28.7,19.6,58,0,120,5.5,1004.5,2,4976.8
26,5,2023,17,27.8,19.6,61,0,102,5.5,1004.8,2,4870.73
26,5,2023,18,28.2,20.2,62,0,0,0,1004.9,2,4674.79
26,5,2023,19,26.4,19.8,67,0,89,7.4,1004.9,2,4537.77
26,5,2023,20,25.9,19.5,68,0,89,7.4,1004.7,7,4494.88
26,5,2023,21,27,20.4,67,0,0,0,1004.6,3,4501.54
26,5,2023,22,26.2,20.3,70,0,170,1.8,1004.8,1,4796.85
26,5,2023,23,25.4,20.2,73,0,170,3.7,1004.9,1,5039.29
27,5,2023,0,26.6,21.1,72,0,270,9.4,1003.7,2,4951.94
27,5,2023,1,25,20.3,75,0,143,7.4,1005.8,2,4704.85
27,5,2023,2,25.3,20.3,74,4.2,126,7.4,1006.5,3,4431.13
27,5,2023,3,20.6,20.6,100,2,250,11.2,1010,3,4194.12
27,5,2023,4,23.2,20.3,84,0.5,247,9.3,1009.3,25,4036.53
27,5,2023,5,25.8,20.1,71,0,242,9.3,1008.5,25,3924.04
27,5,2023,6,25.6,21.1,76,0,140,13,1005.8,3,3314.2
27,5,2023,7,29.7,20,56,0,220,7.4,1006.7,3,3125.64
27,5,2023,8,30.9,20.2,53,0,216,7.4,1005.7,3,3139.46
27,5,2023,9,31.8,21.9,56,0,50,7.6,1004.3,3,3310.54
27,5,2023,10,32,22.1,56,0,57,7.4,1003.7,2,3640.47
27,5,2023,11,32.1,22.2,56,0,74,7.4,1003.1,2,3793.63
27,5,2023,12,32,21.2,53,0,50,7.6,1003.4,2,3926.92
27,5,2023,13,30,20,55,0,50,9.4,1005,5,3877.93
27,5,2023,14,29.2,22.2,66,0,125,3.7,1003.6,2,4027.19
27,5,2023,15,28.4,24.2,78,0,0,0,1005.1,2,4153.49
27,5,2023,16,28,22,70,0,108,3.7,1004.5,1,4214.3
27,5,2023,17,27.3,21.8,72,0,106,3.7,1004.8,1,4209.4
27,5,2023,18,27.6,23.8,80,0,0,0,1006,1,4130.06
27,5,2023,19,26.1,22,78,0,100,1.8,1005,1,4141.09
27,5,2023,20,25.7,21.8,79,0,97,1.8,1004.8,1,4136.56
27,5,2023,21,26.6,23.7,84,0,0,0,1004.6,1,4093.44
27,5,2023,22,26,23.1,84,0,111,1.8,1005.4,3,4268.9
27,5,2023,23,25.4,22.7,85,0,120,1.8,1005.6,3,4457.17
28,5,2023,0,24.8,23.2,91,0,0,0,1005.5,2,4390.39
28,5,2023,1,25.7,22.4,82,0,121,3.7,1006.2,2,4183.69
28,5,2023,2,27,23,79,0,117,5.5,1007,5,3972.49
28,5,2023,3,28.4,22.4,70,0,90,5.4,1006.5,5,3773.21
28,5,2023,4,30,23,66,0,200,5.4,1008,5,3623.82
28,5,2023,5,32,23,59,0,90,9.4,1008,5,3532.35
28,5,2023,6,32.4,22.2,55,0,180,13,1007.3,5,3480.45
28,5,2023,7,32,23,59,0,140,7.6,1008,5,3477.29
28,5,2023,8,33,22.2,53,0,145,7.4,1006.1,2,3449.45
28,5,2023,9,34,24,56,0,270,7.6,1005.2,2,3579.6
28,5,2023,10,32.9,22.1,53,0,149,7.4,1005.2,3,3847.03
28,5,2023,11,32,22.1,56,0,147,7.4,1004.6,3,3965.94
28,5,2023,12,34.4,25.2,59,0,90,3.6,1003.2,3,4106.45
28,5,2023,13,30.1,22.3,63,0,163,7.4,1005.1,3,4070.74
28,5,2023,14,29.1,22.3,67,0,185,5.5,1006.1,3,4308.74
28,5,2023,15,31,24.4,68,0,140,5.4,1004.4,3,4437.09
28,5,2023,16,30.1,24,70,0,145,5.5,1005.2,7,4389.44
28,5,2023,17,29.1,23.5,72,0,159,5.5,1005.9,7,4284.44
28,5,2023,18,27.8,21.6,69,0,250,7.6,1009,7,4181.42
28,5,2023,19,27.7,22.9,75,0,224,3.7,1006.8,7,4277.04
28,5,2023,20,27.2,22.8,77,0,360,3.7,1006.9,3,4357.62
28,5,2023,21,24.4,23.9,97,0,270,9.4,1008.8,3,4496.33
28,5,2023,22,26.1,21.5,76,0,151,3.7,1007.7,2,4703.59
28,5,2023,23,25.6,21.9,80,0,44,3.7,1007.8,2,4778.71
29,5,2023,0,22.4,21.7,96,0,0,0,1007.6,3,4622.69
29,5,2023,1,26,22.1,79,0,51,1.8,1008.1,3,4298.97
29,5,2023,2,27,22.2,75,0,74,3.7,1008.3,3,3892.59
29,5,2023,3,26.6,22.4,78,0,50,5.4,1009.5,3,3666.31
29,5,2023,4,28.3,22.5,71,0,74,5.5,1009.3,2,3515.32
29,5,2023,5,30,22.7,65,0,103,5.5,1009,2,3449.67
29,5,2023,6,33.4,23.1,55,0,140,7.6,1008.2,2,3417.82
29,5,2023,7,32.2,22.9,58,0,129,7.4,1008.2,2,3435.42
29,5,2023,8,32.8,22.9,56,0,133,7.4,1007.7,3,3549.71
29,5,2023,9,30.2,24.8,73,0,230,18.4,1006.3,3,3936.3
29,5,2023,10,33.9,22.7,52,0,157,7.4,1006.4,7,4392.73
29,5,2023,11,32.7,22.8,56,0,156,7.4,1006.1,3,4675.05
29,5,2023,12,26.8,22.6,78,0.3,230,3.6,1005.3,3,4786.64
29,5,2023,13,30.3,22.7,64,0,158,7.4,1006.3,3,4655.06
29,5,2023,14,29.1,22.6,68,0,171,7.4,1007,3,4676.91
29,5,2023,15,27.6,24,81,0,0,0,1007.5,3,4569.14
29,5,2023,16,27.1,23.8,82,0,124,1.8,1007.9,8,4349.09
29,5,2023,17,26.7,23.4,82,0,124,1.8,1008.4,8,4362.84
29,5,2023,18,25.8,23.3,86,0,0,0,1009.5,8,4239.19
29,5,2023,19,25.9,22.8,83,0,102,3.7,1008.5,8,4211.62
29,5,2023,20,25.5,22.8,85,0,58,3.7,1008.2,7,4169.08
29,5,2023,21,24.2,22.6,91,0,0,0,1008.2,3,4101.91
29,5,2023,22,23.9,22.3,91,0,354,0,1008.4,3,4236.05
29,5,2023,23,23.7,22.1,91,0,21,1.8,1008.6,3,4225.24
30,5,2023,0,23.4,20.5,84,0,0,0,1007.9,3,4111.07
30,5,2023,1,24.3,22,87,0,59,3.7,1009.1,3,3888.51
30,5,2023,2,25.2,21.9,82,0,82,3.7,1009.5,3,3701.87
30,5,2023,3,25.4,21.3,78,0,0,0,1009,3,3499.61
30,5,2023,4,27.2,21.5,71,0,92,1.8,1009.1,2,3370.22
30,5,2023,5,28.9,21.7,65,0,92,3.7,1009.1,2,3311.81
30,5,2023,6,32.6,22.1,54,0,180,7.6,1008,2,3317.78
30,5,2023,7,31.4,22.1,58,0,95,7.4,1008.5,2,3398.1
30,5,2023,8,32.1,22.2,56,0,97,7.4,1007.8,2,3523.7
30,5,2023,9,34.8,22.2,48,0,230,7.6,1005.8,3,3876.81
30,5,2023,10,34,22.4,51,0,227,7.4,1005.5,3,4375.38
30,5,2023,11,33.2,22.6,54,0,221,7.4,1005.3,3,4582.14
30,5,2023,12,34.2,22.6,51,0,200,7.6,1003.8,3,4678.51
